time [s],concentration of A [mol/m3],concentration of B [mol/m3],concentration of R [mol/m3],concentration of S [mol/m3],concentration of T [mol/m3],rate of reaction of A [mol/m3·s],rate of reaction of B [mol/m3·s],rate of reaction of R [mol/m3·s],rate of reaction of S [mol/m3·s],rate of reaction of T [mol/m3·s],reactor temperature [K],jacket temperature [K],reactor setpoint temperature,volume of reaction mixture [m3],viscosity of the reaction mixture [Pa·s],shaft power of the impeller [W],heat released by reaction [W],cumulative_heat_released [J],heat removed by cooling water [W],cumulative heat removed by cooling water [J],conversion [-],cooling water flowrate [m3/s],stage
7932.11798,1478.4900247959088,498.2333819651226,0.13077830645398952,-1.7505962132179815,2.87423393799712,-1.0047520235844389e-07,-1.0047520466744697e-07,1.0047520443995069e-07,-1.5500490141027705e-16,-6.229852851914008e-25,308.0951637104509,294.44877485143684,573,1.9949999999999986,2.347083440976692,3587.5385228038285,0.023952320842434413,4.252837872527623,-10.786264546238197,492.23756286657726,12538.179371293916,-5.805884324781117e-07,1
7981.35431,1479.5089881494187,493.2120281273626,5.0321326434022104,0.9039156437649929,7.340273246472627,-1.324613879622869e-07,-1.3246138334428075e-07,1.3246138386711133e-07,7.281788737544027e-17,0.0,310.8651882870777,290.633816832787,573,1.9949999999999986,2.534237815202244,3618.867525799928,0.03039612800918438,5.303443930688726,8.240147952980053,-525.1912893742963,12546.819893800988,4.0721126204171667e-07,1
8030.590639999999,1475.4640206998413,486.2796152536233,0.4033419551189788,-8.283959373402913,-3.481261436206265,-1.7316092457489676e-07,-1.7316092688389984e-07,1.7316092620361467e-07,4.954142584405707e-16,0.0,312.40480236970495,291.18863681855873,573,1.9949999999999986,2.3669300716829595,3590.9118907609823,0.03828245941811847,6.64140301201193,-8.597409655646999,-587.8720077763635,12512.519708060203,-3.897465608383362e-07,1
8079.82697,1479.0962040530464,494.77204036484113,0.5802978274140974,3.484044647462677,1.1246924380709953,-2.22573830668294e-07,-2.2257383297729708e-07,2.2257383144946026e-07,1.112784211785126e-15,0.0,319.8894652350562,295.59390442048345,573,1.9949999999999986,2.4188087293342,3599.6703732351098,0.047871573351962814,8.332143809264187,26.449727211329044,-596.6671353207993,12543.31960081893,1.1001898020740721e-06,1
8129.0633,1475.4261453659933,496.39891265545424,-1.8719008129274737,-2.306415257206301,0.25290202572743675,-2.807001016244848e-07,-2.807001016244848e-07,2.807000996046488e-07,1.924927747409098e-15,1.9173905587293647e-24,315.5363038133683,290.86228968577467,573,1.9949999999999986,2.581375573159934,3626.599482517069,0.05946041717332754,10.453098003413482,5.614716919075238,-157.1758361026163,12512.198535887082,2.1451124873348755e-07,1
8178.2996299999995,1475.6953235897106,506.2888328576894,0.6715186758280657,-0.09146476832470281,-0.3314038957124825,-3.475397374434568e-07,-3.4753973282545063e-07,3.475397306691792e-07,2.93184486531248e-15,4.707924013455489e-24,319.4855686385904,293.3292758543266,573,1.9949999999999986,2.56969435965518,3624.688969381341,0.07338680929181912,13.095414655943502,46.69191095533686,632.1919401329535,12514.481091478932,1.641085503849922e-06,1
8227.53596,1483.6604150559995,493.97348454176324,-10.584263958282149,-5.88218207086712,3.55721914857027,-4.23785014193279e-07,-4.23785014193279e-07,4.237850102258592e-07,4.301036388594489e-15,9.922967359903694e-24,323.1038314122661,294.6253332295478,573,1.9949999999999986,2.69222845966234,3644.556639027971,0.09003403058743684,16.365869596854832,-23.419886797464983,1919.8851357388226,12582.022825780055,-7.587622540685012e-07,1
8276.77229,1474.6051477749306,482.90883366259857,-6.500905296707716,1.1988561246219382,-3.6922935620613897,-5.182837915482441e-07,-5.182837903937426e-07,5.182837830475349e-07,7.090168480272506e-15,3.1845738296327294e-23,324.31949354971493,295.8658824092,573,1.9949999999999986,2.540983170197872,3619.977638854058,0.10983231536516397,20.38899079744091,22.25289903083082,2492.799666341295,12505.236707339087,6.660388130580722e-07,1
8326.00862,1478.0768715082868,487.68188949658634,0.5198853347698857,2.18791199155739,8.781737817970502,-6.217422628328382e-07,-6.217422639873397e-07,6.217422553345044e-07,8.126731357272356e-15,1.2517839363882235e-23,325.3014090327876,296.8269735280747,573,1.9949999999999986,2.623071817926111,3633.390093454633,0.1332662814309645,25.309333480049276,-29.73736375948867,2464.070568949313,12534.67594767395,-8.241943435334223e-07,1
8375.24495,1472.4605560236766,497.53281026557687,-1.494743167292408,2.066393485518784,3.9336534675675088,-7.521323457263029e-07,-7.521323457263029e-07,7.521323333490425e-07,1.2246772744944637e-14,2.793379025522801e-23,326.89978921434306,299.4805489945765,573,1.9949999999999986,2.5198180911753827,3616.4902066694763,0.16087685639083132,31.293974847244804,-38.40026747574832,2279.816781322535,12487.051172764797,-9.879169327669402e-07,1
8424.48128,1479.3575400029574,495.82315536608195,-4.231325301552692,-6.066736258841467,-2.713308732363537,-9.094540356106512e-07,-9.094540356106512e-07,9.094540170911495e-07,1.9450292643289306e-14,7.809359097036398e-23,328.39089945204614,299.0959043611102,573,1.9949999999999986,2.533967516600153,3618.8230155695073,0.193268637118487,38.53523914775947,65.4692032065952,602.3933328643266,12545.535656135673,1.5672257360545095e-06,1
8473.71761,1480.7940939017944,492.2445864944302,2.24034765893422,3.709787451891377,-0.20287626712567558,-1.0937073371038895e-06,-1.0937073371038895e-06,1.0937073065608235e-06,2.9737291052306385e-14,1.6299724150928974e-22,328.3566011125995,296.8296578117928,573,1.9949999999999986,2.679046791660997,3642.437223365934,0.23111616408910274,47.25365134097825,52.5903740527201,1268.780859060707,12557.717228959431,1.1742211551060048e-06,1
8522.95394,1481.7587736614562,495.18972268976876,-1.802196122361823,-1.0275784474504035,3.9032493259557777,-1.3048922455880112e-06,-1.3048922444335096e-06,1.304892201758069e-06,4.310776797199588e-14,2.826447418720058e-22,332.7356536214527,300.22168902603244,573,1.9949999999999986,2.6127655394517917,3631.7157816964045,0.27517090472804645,57.701226400598834,-2.3705165042423904,4175.191011860763,12565.897441865774,-4.948333357469578e-08,1
8572.19027,1482.9335098924366,492.4516105820976,-3.1904095944121282,8.33754994782582,0.1594140659019445,-1.557155108581863e-06,-1.5571551131998693e-06,1.5571550432326174e-06,6.889220874867508e-14,9.142905732485993e-22,339.00169515756875,301.63080391624123,573,1.9949999999999986,2.5212676566801733,3616.72945082272,0.3262650340351555,70.1650849981057,-27.218689820018362,5411.511751265676,12575.858874540163,-5.324148314526471e-07,1
8621.4266,1483.8698044818723,491.23987975931254,-3.2944375801792334,-11.451198959404339,6.546161788145945,-1.8257998866425774e-06,-1.8257998877970788e-06,1.825799805551476e-06,8.277970263350632e-14,6.133458275551006e-22,336.8084315954925,299.38662553353635,573,1.9949999999999986,2.736796838276266,3651.6922322547885,0.38532550115820907,84.97133417550802,29.856969828045358,4683.079787755985,12583.79838919042,5.484820630979919e-07,1
8670.66293,1485.6911614986568,485.2511183485323,-3.189815039731491,3.8872057167343117,-5.339856476005291,-2.150012384760405e-06,-2.1500123859149062e-06,2.1500122692197272e-06,1.1637940392388973e-13,1.0274716334783228e-21,339.2652682330135,301.8812357941162,573,1.9949999999999986,2.5725056595360307,3625.1490995265376,0.4533702987392517,102.48938738333712,39.767737448579965,4748.029400309797,12599.24298417289,6.875580607990452e-07,1
8719.89926,1481.2043576867823,498.3218905986487,8.174095493295805,-11.079991049974161,2.5184035542300482,-2.5312888138423173e-06,-2.5312888103788127e-06,2.5312886401292827e-06,1.7089598397174232e-13,2.22131239843143e-21,337.076644604506,303.6914866861942,573,1.9949999999999986,2.5923776479631004,3628.3956383594177,0.5315228136975094,123.13653897001967,-41.04913633907601,6462.06193212245,12561.196150410151,-6.693199851090333e-07,1
8769.13559,1482.282340448643,495.5125855417221,-7.2718395868065615,2.123022757720116,-4.546171758756231,-2.96962916465237e-06,-2.96962916465237e-06,2.969628918280152e-06,2.46329442777065e-13,4.194868122414421e-21,340.49754511751445,300.5735920522628,573,1.9949999999999986,2.6493016208150104,3637.6392001768695,0.6210218273732707,147.38280011935126,-73.2737177009928,6430.516242805402,12570.3371408923,-1.1289670087978162e-06,1
8818.37192,1476.407392861187,494.8979101876185,-0.3844224242044777,-12.44436090190727,8.36542566782098,-3.465033446426576e-06,-3.465033446426576e-06,3.4650331036723373e-06,3.426797803398572e-13,6.948138805427291e-21,344.39576682673925,300.5275248697187,573,1.9949999999999986,2.5463967608282663,3620.867678932835,0.723232288406482,175.7563342630974,129.2848864874608,3616.0973587760855,12520.519238528668,1.885818279079015e-06,1
8867.60825,1473.2292758078036,498.5485751633705,3.8431983660919453,2.910741194564603,7.712991613067931,-4.040211424886414e-06,-4.040211423731912e-06,4.0402109190556105e-06,5.039774863795224e-13,1.6871490372863057e-20,343.6931064454535,310.17243770277094,573,1.9949999999999986,2.622103083245932,3633.232832021647,0.8396509545876475,208.84940388729225,-29.65175584552537,4994.9895538041965,12493.569700220665,-4.102046108245323e-07,1
8916.84458,1469.76813237355,493.6908124162064,3.5792013318565226,1.341896601057709,-4.317611666945779,-4.6565114598146775e-06,-4.6565114632781825e-06,4.656510842153966e-06,6.214227752149159e-13,1.550802439174286e-20,346.4499957082853,305.48943296596076,573,1.9949999999999986,2.60052047315772,3629.722973836349,0.9719280340672061,247.32472143905662,18.09524440981257,7447.774403413905,12464.220177844956,2.378254736553807e-07,1
8966.08091,1476.4086149941659,495.46654537810275,1.5385121416794374,0.5160013321914817,-7.5777266826003,-5.375661395939529e-06,-5.375661394785027e-06,5.3756605613982355e-06,8.329220610881048e-13,2.3085465620699425e-20,347.6775554577364,308.7295363804793,573,1.9949999999999986,2.5705934155549213,3624.8361421788463,1.1218605483849984,291.92247189229636,140.06492564549805,7163.274298065132,12520.529601872428,1.751770159460621e-06,1
9015.31724,1471.503827757687,499.75384958712027,5.870629667998992,0.7003868373161056,-10.92047434767024,-6.205907232809387e-06,-6.205907235118389e-06,6.205906077789177e-06,1.1570895200727442e-12,4.243250444299612e-20,348.4744751988108,308.27468011109147,573,1.9949999999999986,2.6253615283339387,3633.761703682976,1.291413636022074,343.46770469022056,-78.2871662732797,11056.887460914806,12478.938386287286,-9.331861467932303e-07,1
9064.55357,1486.0540335311,486.9363157357133,5.326540990906119,-0.05901821883798424,4.072354983275323,-7.147248988896447e-06,-7.147248985432942e-06,7.147247391326789e-06,1.5939251521688363e-12,7.354914085863288e-20,350.8156921240133,309.5747447510834,573,1.9949999999999986,2.4484461771207986,3604.6366329297666,1.4827368790717648,402.87808675219395,-108.77939008143287,12577.742534470366,12602.32003689781,-1.2376531790587978e-06,1
9113.7899,1483.264766773576,493.29810659012105,0.1420295256511411,1.9129303252142604,-5.46602206614473,-8.199686645728687e-06,-8.199686644574186e-06,8.199684502011052e-06,2.143428957376381e-12,1.1643537486760982e-19,352.94329128397624,307.6726604333513,573,1.9949999999999986,2.506750720306721,3614.330846838752,1.698180519434994,471.1725818676087,89.82754887493284,7972.5071841482795,12578.667839678357,9.769038142524512e-07,1
9163.02623,1478.5233770555617,493.91915254657283,-1.1608230140758955,-9.842177370023892,10.520701616575776,-9.39739861647018e-06,-9.397398619933685e-06,9.397395643961378e-06,2.9760518778774086e-12,2.344173901235902e-19,356.9690550339554,311.57579770153495,573,1.9949999999999986,2.646898185374823,3637.250568584993,1.9403044652812673,549.4809312354184,89.37355392062713,7505.947630272865,12538.462189070631,9.303107855811608e-07,1
9212.26256,1484.7635474126728,501.04645056032695,-13.524513159392711,0.7192081792920714,0.7799330916461272,-1.0684656423651366e-05,-1.0684656420187862e-05,1.0684652726027348e-05,3.6942776017605155e-12,2.5511420564105498e-19,355.8967219567096,312.2001384359874,573,1.9949999999999986,2.448102321197604,3604.579165538601,2.211909159087652,639.0537549391852,20.293516253370022,11917.549947075895,12591.377077749255,2.0244833496159273e-07,1
9261.498889999999,1472.9341988751735,493.8975701912735,-1.4045170011448425,9.956952100579509,2.089603084273078,-1.2150625098305633e-05,-1.2150625100614636e-05,1.2150620316941763e-05,4.78369516434458e-12,3.559080771747533e-19,358.9135176768553,312.23106761093794,573,1.9949999999999986,2.525087765173403,3617.359662637508,2.516027551087418,741.2736350591467,101.20464505029875,14617.35197568592,12491.067530864992,9.68791198503822e-07,1
9310.73522,1476.573639078523,502.54639672605674,11.436603327245427,-3.475964467431532,1.1920801140953068,-1.3820033430774984e-05,-1.382003342846598e-05,1.3820027045929146e-05,6.382629330195813e-12,5.899920870645942e-19,363.10517306987987,313.22021012494105,573,1.9949999999999986,2.5610316370669786,3623.2698040369633,2.8559535297903045,857.6667610997931,51.165304880766136,17608.413757856237,12521.928959670904,4.7053106443239996e-07,1
9359.97155,1473.1165298285653,491.8993839431157,-9.198227113059126,0.09385501621774789,5.231504563312756,-1.5692881402588927e-05,-1.569288140374343e-05,1.5692872912989465e-05,8.491080099314204e-12,9.573662353105765e-19,357.46412186891274,314.99808788991663,573,1.9949999999999986,2.676472439762413,3642.0228193377866,3.2352684079298557,989.9150777257233,85.09487357936133,21359.482326301048,12492.613646042824,7.526382817458207e-07,1
9409.20788,1482.0113347896215,501.2670293843682,0.9159001466405431,-2.577360449865889,2.0183420027247827,-1.776916902759995e-05,-1.776916902759995e-05,1.7769157918122676e-05,1.1109047471699706e-11,1.4580305219126905e-18,361.261590978029,316.4051561421742,573,1.9949999999999986,2.5916272509868237,3628.2732319408697,3.657864721898392,1139.8697844401372,-224.79423585012609,24713.957882561892,12568.039089163303,-1.914273885547907e-06,1
9458.44421,1479.559327273643,491.10289931742983,-11.43264317694139,1.6640910436486926,-5.378055176984407,-2.0137538546218116e-05,-2.0137538546218116e-05,2.013752315574875e-05,1.5390166265818684e-11,3.20004673793416e-18,362.87422982241884,317.45679132849835,573,1.9949999999999986,2.5130765308536684,3615.376773089316,4.127954100767662,1309.5660731972146,-85.0019736104006,21274.815931785448,12547.246755409256,-6.976362607157017e-07,1
9507.68054,1484.448205799542,498.8826924449039,3.5492459190238823,-2.942835013331021,-1.250346746310957,-2.262293855144907e-05,-2.262293855029457e-05,2.262291995051069e-05,1.8599921063209558e-11,3.3556615310883882e-18,362.7367696208153,316.2333437592206,573,1.9949999999999986,2.6653838438603517,3640.236010259884,4.6501315772370795,1501.2386456337122,10.147467134060447,13648.201730911682,12588.703069605304,8.034627785288349e-08,1
9556.916870000001,1478.1244972783434,500.372496900511,1.2430518583846786,-2.8308295219602613,1.7415850824101846,-2.5381287801375566e-05,-2.5381287801375566e-05,2.5381265064213237e-05,2.27373815276519e-11,3.701412835852999e-18,371.26493606510553,320.5563024433141,573,1.9949999999999986,2.5166599119479045,3615.9687609808157,5.229350756395984,1717.3390072389686,198.44482567338318,11805.421139483582,12535.0798008024,1.517275868019352e-06,1
9606.1532,1483.7545534919705,495.2227321339102,7.816845399638585,-1.5254794201712938,-6.590744448738046,-2.8520248482880195e-05,-2.8520248481725696e-05,2.8520219214968336e-05,2.9266865070659486e-11,5.650127612318237e-18,369.7348152897374,322.0920313203906,573,1.9949999999999986,2.368440025077128,3591.1680166628375,5.870952051547989,1960.5537334429398,-131.90327114668528,16940.58062154571,12582.82109322705,-9.74737520475302e-07,1
9655.38953,1481.58489491246,497.0624436671226,12.235314760572916,-2.834572701959205,9.081317023889001,-3.2039820586724136e-05,-3.203982059134214e-05,3.2039782402775823e-05,3.81883716922322e-11,9.201805860484026e-18,372.36284657589164,322.0425468442464,573,1.9949999999999986,2.404850736576126,3597.3221900155763,6.5807117237072985,2233.8228195188663,-80.32819733780364,18578.711590240444,12564.422999002813,-5.742242462266733e-07,1
9704.62586,1480.6702732356175,497.82543657590554,7.47379066719067,4.46376341463661,4.730005264131027,-3.594000413138035e-05,-3.5940004129071344e-05,3.5939954627635814e-05,4.95019013923701e-11,1.4356447580350388e-17,369.7375422642238,322.9940459825612,573,1.9949999999999986,2.555567936541177,3622.3736838029376,7.36487544188119,2540.3599328626224,-149.49286287826902,13353.962280897025,12556.667264552707,-1.0346033836393997e-06,1
9753.86219,1477.8938934156793,486.80097341882635,-0.19586125058611228,-2.8527934477686103,8.069612401969628,-4.022079909837681e-05,-4.02207990972223e-05,4.0220735889548426e-05,6.320745417107328e-11,2.1114052771917334e-17,370.7870675943881,325.9593064677998,573,1.9949999999999986,2.5406067849575704,3619.9157282463166,8.23019463175565,2883.6746987269603,-115.9687962561915,7696.189500022844,12533.124344937669,-7.776400133899072e-07,1
9803.09852,1476.897183041791,495.01207893393894,5.443074733632749,6.144651910649102,1.1438031589898154,-4.4946435132662615e-05,-4.494643513612612e-05,4.494635377026936e-05,8.136539355436331e-11,3.4395020494312685e-17,370.21543195997293,327.1749487509642,573,1.9949999999999986,2.469837688307988,3608.2048380061315,9.183955024088442,3267.596706986312,-88.52538456749821,1161.0105742769738,12524.672521435923,-5.755985288468198e-07,1
9852.33485,1480.8179234227205,496.3955326718445,-4.233258745599346,3.36028517642809,-0.8551820702068901,-5.0140930978424496e-05,-5.0140930978424496e-05,5.014082763346427e-05,1.0334486125716413e-10,5.132014521465298e-17,373.4405904113994,327.34877264884847,573,1.9949999999999986,2.3720441293484402,3591.7790661773006,10.234004407167905,3696.3011165485723,11.529286178954257,-3873.2609107804274,12557.919296591388,7.274211787844276e-08,1
9901.571179999999,1475.0728767765286,498.4829281955899,8.133390294732388,3.187217209754428,-0.27048833192161964,-5.562505793268617e-05,-5.5625057931531666e-05,5.562493565698394e-05,1.2227489621255695e-10,5.305459223372892e-17,377.67097148463,328.83643283450186,573,1.9949999999999986,2.7161184817046076,3648.3872962387927,11.388834490730233,4174.335645790545,48.28876397087628,-5768.763565265826,12509.202917656265,2.958466067426191e-07,1
9950.80751,1484.3887635729952,492.4098163889999,-1.1710530700871922,3.304461299609339,5.2780425321209785,-6.181691787420665e-05,-6.181691787189765e-05,6.181676594554154e-05,1.5192634465673247e-10,7.235249280041035e-17,380.16871085330996,328.11921789879005,573,1.9949999999999986,2.546306452313865,3620.8528379876234,12.657524713087577,4706.650261547416,-242.9202188137293,-4296.152936699032,12588.199016250905,-1.446152894414849e-06,1
10000.04384,1475.0706827639867,481.48842346411067,1.1718017693151772,7.034961216529143,7.567782953910565,-6.871651079837479e-05,-6.871651079837479e-05,6.871631849913726e-05,1.922992065896904e-10,1.0921384691469738e-16,381.7030994911647,328.41411018187796,573,1.9949999999999986,2.5442210924640043,3620.5100765277484,14.049848219787096,5298.627500076291,65.93044476975065,-9087.62220621058,12509.184313047292,3.816350071317716e-07,1
10049.28017,1481.4305076083344,491.3746018652961,-0.7656527549458868,-12.03943505550632,-0.34134496215379445,-7.632383670980173e-05,-7.632383671211072e-05,7.632359331777076e-05,2.433934820114299e-10,1.6363865457658885e-16,379.95302311030116,332.23798439020396,573,1.9949999999999986,2.549991921059551,3621.458313690872,15.576321563703736,5956.11401365433,-104.71816539673257,-13444.78566693794,12563.113838107567,-5.897483821179084e-07,1
10098.5165,1475.7533975393878,485.1043087079102,2.5236302988046124,6.411479273686255,-3.290894697697134,-8.463889561310776e-05,-8.463889561079875e-05,8.463859040144222e-05,3.052091709219516e-10,2.3562691578608545e-16,383.7490351766479,330.89937837357263,573,1.9949999999999986,2.4802560717866355,3609.9378195253785,17.248258111201217,6685.455949702317,22.77269694129576,-14399.668173306878,12514.973542230504,1.2485402642757345e-07,1
10147.75283,1483.9034128684423,492.3586810838441,4.126308836164079,1.391899374744182,1.895678129476099,-9.366168749443887e-05,-9.366168749674788e-05,9.366130975015197e-05,3.777462733212555e-10,3.251786305431871e-16,384.0939908286495,332.0517506591594,573,1.9949999999999986,2.4508495916140345,3605.0382085553656,19.07782545421637,7493.536868194769,245.48298084846112,-16417.015236745105,12584.08337885132,1.3110045430112034e-06,1
10196.989160000001,1470.7477933016582,486.8812769253741,-0.43549126928593124,5.24894334972477,-1.7273015029215515,-0.00010374612757662283,-0.00010374612757546833,0.00010374564318014128,4.843942019581305e-10,5.557469773078144e-16,384.60123314474225,334.4084162926713,573,1.9949999999999986,2.4072055862833315,3597.71877393618,21.078043839385224,8387.818387212003,-143.50468438384752,-9813.052698730073,12472.527426844106,-7.469399477802445e-07,1
10246.22549,1478.7794089903755,495.05446088371144,-12.958325748546466,-6.404491687793196,-1.0504610286526066,-0.00011420380914970116,-0.00011420380914739216,0.00011420324035569233,5.687916115652815e-10,5.965826416460098e-16,387.7918516895812,333.16249957063667,573,1.9949999999999986,2.5797060386460924,3626.3266435232067,23.262973931897793,9376.382203200352,-18.463984648510586,-7302.53416994522,12540.63326783187,-9.371641289507807e-08,1
10295.46182,1488.4755769758299,495.7071561330856,1.6999488655606032,1.379919627812364,-7.0266701243033785,-0.00012580885702868469,-0.00012580885703214817,0.00012580816953886657,6.874924516412606e-10,7.500270539902593e-16,387.64899309115026,335.7125501862137,573,1.9949999999999986,2.5572322603275577,3622.6467401846726,25.647597603477777,10467.976694961722,100.97235805208892,-11289.905589014179,12622.85404390009,5.000215054590051e-07,1
10344.69815,1481.672409905604,491.242244222887,-2.425735363306307,5.096320944254554,0.8076386626110225,-0.00013867641586810277,-0.00013867641586463926,0.00013867556697386697,8.488897143604151e-10,1.0619786196775434e-15,390.0059285836891,340.22828030826884,573,1.9949999999999986,2.6679019555598202,3640.642038977363,28.24795735686552,11672.065215263894,-59.90691696507373,-9258.700838683288,12565.165101518434,-2.8958520754623574e-07,1
10393.93448,1476.756158610624,499.76127570753766,-0.5912972360768596,1.0408408360001205,0.09086733630379973,-0.00015280648564486537,-0.00015280648564601989,0.0001528054326606934,1.0529833997227467e-09,1.5324373387078594e-15,393.7336549618978,338.3485307302342,573,1.9949999999999986,2.554429342536991,3622.186838038216,31.08124365669398,12998.874880044188,56.06037705854466,-8247.745034205374,12523.476673943127,2.646538944595955e-07,1
10443.17081,1482.709686333082,482.3046077912686,2.878296964373816,4.247778468642473,-5.188490372304455,-0.00016819906637282657,-0.00016819906637398108,0.00016819776659934613,1.2997735077282556e-09,2.1614032110812094e-15,393.56469235481234,341.0587395233557,573,1.9949999999999986,2.657849293873674,3639.020190241641,34.165871614814215,14459.450939914155,-124.54579563046386,-8342.43978830339,12573.960913739556,-5.744823521157689e-07,1
10492.40714,1483.9271608513784,495.2098084215004,-0.17104614520191036,3.0989414207364536,3.6005734718676305,-0.0001848541580566043,-0.0001848541580531408,0.0001848525687898249,1.5892600383769417e-09,2.948876236797591e-15,396.92332092720153,343.1730734060733,573,1.9949999999999986,2.417080336273122,3599.3799277192034,37.521562850444944,16065.715189442155,156.3734255452616,-10028.425122800953,12584.284755064065,7.050689925096739e-07,1
10541.643469999999,1466.330023683217,488.25919832342095,2.7102719836829423,-2.6931651799263077,0.9572602842764055,-0.00020351100849993835,-0.00020351100850109284,0.00020350896587120973,2.0426242907636093e-09,5.449967761286285e-15,395.3990420435623,344.3204910069902,573,1.9949999999999986,2.4511142263227366,3605.0824146664195,41.16934923458687,17830.52827953458,177.18002764466598,-9244.88727799953,12435.06598361584,7.812562798551614e-07,1
10590.8798,1482.6067227708272,493.15568083598953,-6.2859914738770915,0.5955891433627025,1.7949582414328138,-0.00022292358373296372,-0.00022292358373296372,0.00022292115676291952,2.4269637314538096e-09,6.527241789569416e-15,393.1522643897459,344.3895942815512,573,1.9949999999999986,2.7167754440769847,3648.492448069037,45.13182484459291,19767.754137244377,-218.3853517541767,-1033.413331050162,12573.087811705018,-9.420965088014484e-07,1
10640.11613,1489.7627123367108,491.01700591986014,-10.565297487633638,-1.4621707577253529,-8.295055659506518,-0.00024330650596624545,-0.00024330650596970897,0.00024330373856036645,2.767402855012976e-09,6.315343964147982e-15,398.1044710622548,345.5223928332264,573,1.9949999999999986,2.5390575241822346,3619.6608537201123,49.43312918582538,21892.330680419414,279.5882415530119,-2047.8127988566066,12633.768589567537,1.1804869217067614e-06,1
10689.35246,1484.4086128066588,487.6404427223241,-8.630010057470479,-5.302467582802023,5.642998131544804,-0.00026604614499235084,-0.0002660461449888873,0.00026604284907291704,3.2959078698929503e-09,7.784743380417854e-15,397.5049951024859,342.1739230385914,573,1.9949999999999986,2.4435439074124607,3603.8170009118153,54.09889063817342,24220.346321957655,72.19977099157283,-541.1099593120725,12588.367332166907,2.984831606059699e-07,1
10738.58879,1474.4727238912044,495.839716583242,-2.620357411407908,-3.000804406007322,2.120252545318207,-0.000291142500788198,-0.0002911425007893525,0.000291138488300571,4.012478776093735e-09,1.0935440038378993e-14,404.00497271803454,346.3798120950915,573,1.9949999999999986,2.4409554793011474,3603.3839402159206,59.156463376480204,26769.114668768114,-172.7818704198785,8119.2653785325365,12504.113790068443,-6.996642502787216e-07,1
10787.82512,1490.5337744189142,499.7616688024701,-4.287142088055734,3.5861950843628296,1.182527812432004,-0.00031859557337687703,-0.0003185955733757225,0.0003185906562433293,4.917115573615343e-09,1.5767433938031388e-14,398.33773399882466,344.66756930802165,573,1.9949999999999986,2.5176814030993953,3616.1374493998906,64.6350339263655,29557.25366103425,352.7956315618711,5643.118658760113,12640.306979051984,1.399853782266004e-06,1
10837.061450000001,1486.6259762406069,493.7654395906025,4.71518216499245,-2.9667752938758114,2.2302622087139925,-0.00034840536273990304,-0.00034840536274105755,0.0003483993529011914,6.009818262457783e-09,2.2280725079375212e-14,403.3463019799809,351.3346006808185,573,1.9949999999999986,2.424940703443187,3600.70007466794,70.56573411350307,32604.773167232743,-153.1469648990644,10074.727132824251,12607.169950132891,-5.956501778763192e-07,1
10886.29778,1480.3205660029305,496.1115227664981,6.639457125182869,-0.34708820739068685,0.6547199780491588,-0.00038057186889116866,-0.00038057186889116866,0.0003805645782741576,7.29058684262105e-09,3.0475313462410344e-14,406.07287844027627,349.28678884149497,573,1.9949999999999986,2.584087022219069,3627.042437375988,76.98176079953099,35933.16798296506,-495.2202762961376,14989.710950759381,12553.701845625215,-1.8886669409633002e-06,1
10935.53411,1476.0935566459443,493.93305522786864,7.186483574105051,1.6628059831209008,-5.391997351933552,-0.0004150950918260172,-0.00041509509182486275,0.000415086332362227,8.759421314105088e-09,4.0351199087136646e-14,405.8822247773119,350.0938365177929,573,1.9949999999999986,2.4741138116580896,3608.9165048280797,83.91850282240895,39565.516558070776,3.8664512123092125,-971.9007735788109,12517.857995735198,1.4464043392737555e-08,1
10984.77044,1486.6612919042468,496.76024701131456,-1.117699052992713,-0.2725494145906889,4.025773278498895,-0.000452756192543014,-0.0004527561925441685,0.0004527454753273638,1.0717155859024051e-08,6.111552903847541e-14,404.3515992172247,351.031027627676,573,1.9949999999999986,2.6116349168246096,3631.531941107451,91.4136092029253,43526.58579645917,124.75295677671888,-13068.13031287357,12607.469417022923,4.579204081038577e-07,1
11034.00677,1488.4640542772204,487.24460177703463,5.528607299765552,4.1117036798124715,-5.047425477783694,-0.0004934258933584444,-0.0004934258933595989,0.0004934129046406302,1.2988632829504654e-08,8.589829115322712e-14,410.3501052423554,354.1540466452039,573,1.9949999999999986,2.6223111223469897,3633.2666064583627,99.50711039996116,47842.94066009731,-210.81799682039747,-9901.756504797377,12622.756334658305,-7.595324022270644e-07,1
11083.2431,1475.8865050642974,497.5674173992549,3.515771863454972,4.828257825798051,-1.7135193685744567,-0.0005349594272406137,-0.0005349594272417681,0.000534944750768182,1.4676388688999912e-08,8.501113308181483e-14,408.3622145627226,357.64502490306415,573,1.9949999999999986,2.459475817024805,3606.478114036001,108.24178535007884,52543.05843719988,160.44458050401926,-12020.519861324252,12516.10225658601,5.675404150369505e-07,1
11132.47943,1481.107871426788,490.00452355404667,-0.764128111754578,6.483144796091604,-1.4671372413642971,-0.0005809241304927523,-0.0005809241304915977,0.0005809069404554252,1.7189934764490257e-08,1.0156311224351833e-13,407.6326313062191,357.1620919503076,573,1.9949999999999986,2.704544415483171,3646.5331246425685,117.66284116100518,57657.455031342135,-36.68557165496455,-13260.620935814535,12560.377974076104,-1.274470480991587e-07,1
